Disease_Trait,Diversity_Trait,Filtered_column,Filtered_Value,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.289617207,0.10114611,0.01943212,240.147621396941 + 217.809926899002 - 213.889926899002,27.2948162023616 + 48.4201723234651 - 44.5001723234651,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.704665190818479,148.9996343,150.1996343,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.006291755,0.542530941,0.496784035,1877.26790733454 + 547.083447410116 - 543.163447410116,-87.61957175,"lambda=1,delta=1,kappa=1",NA,159.841115,161.1744483,,,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.023488926,0.416207694,0.357828463,1523.08938610175 + 572.386276929166 - 568.466276929166,-63.75327796,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.547941583243372,147.9160492,149.2493825,,,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.007350711,0.528977456,0.481875202,1844.00138071906 + 552.214378335996 - 548.294378335996,-89.42238658,"lambda=l,delta=ML,kappa=1",3 -/+ 1.16243323234125,155.4760647,156.809398,,,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.047720018,0.337218991,0.27094089,1464.91186543241 + 651.402211433582 - 647.482211433582,-33.70029368,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.742144775498893,153.5103742,154.8437076,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.056963399,0.346039647,0.273377385,103.608271473979 + 49.437293501836 - 45.517293501836,3.447604944,"lambda=1,delta=1,kappa=1",NA,93.92450634,95.42450634,,,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.16496663,0.202439728,0.11382192,114.157478580574 + 77.4895674012916 - 73.5695674012916,1.75183159,"lambda=ML,delta=1,kappa=1",0.100064360186076 -/+ NA,90.19779912,91.69779912,,,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.066626791,0.325888336,0.250987041,104.656112175657 + 52.1335527948462 - 48.2135527948462,0.176774257615106 + 11.6051510093365 - 7.68515100933655,"lambda=l,delta=ML,kappa=1",3 -/+ 0.857126302733273,90.52719872,92.02719872,,,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.074633949,0.311041321,0.234490356,124.510108857756 + 63.7290471900663 - 59.8090471900663,0.578235771,"lambda=1,delta=1,kappa=ML",0.509784971824665 -/+ 2.09034964550706,93.46257565,94.96257565,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.059757219,0.375185072,0.297083207,529.722779254668 + 243.648829524139 - 239.728829524139,1.13958738533353 + 95.1773842333362 - 91.2573842333362,"lambda=1,delta=1,kappa=1",NA,121.781169,123.4954547,,,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.691010006,0.020797875,-0.10160239,117.234364577551 + 286.364608349402 - 282.444608349402,34.7852832559578 + 47.4889265460579 - 43.5689265460579,"lambda=ML,delta=1,kappa=1",0.0895831617667791 -/+ 0.937738083041553,116.4397799,118.1540656,,,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.109161362,0.28879028,0.199889065,467.677502808142 + 261.443078014419 - 257.523078014419,2.290062923,"lambda=l,delta=ML,kappa=1",3 -/+ 0.58561276878646,119.2292445,120.9435302,,,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.461370308,0.069613273,-0.046685068,214.619119235466 + 279.361714547598 - 275.441714547598,59.6465678273461 + 61.1732060175841 - 57.2532060175841,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.40717404027061,119.3871642,121.1014499,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.059757219,0.375185072,0.297083207,529.722779254668 + 243.648829524139 - 239.728829524139,1.13958738533353 + 95.1773842333362 - 91.2573842333362,"lambda=1,delta=1,kappa=1",NA,121.781169,123.4954547,,,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.691010006,0.020797875,-0.10160239,117.234364577551 + 286.364608349402 - 282.444608349402,34.7852832559578 + 47.4889265460579 - 43.5689265460579,"lambda=ML,delta=1,kappa=1",0.0895831617667791 -/+ 0.937738083041553,116.4397799,118.1540656,,,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.109161362,0.28879028,0.199889065,467.677502808142 + 261.443078014419 - 257.523078014419,2.290062923,"lambda=l,delta=ML,kappa=1",3 -/+ 0.58561276878646,119.2292445,120.9435302,,,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.461370308,0.069613273,-0.046685068,214.619119235466 + 279.361714547598 - 275.441714547598,59.6465678273461 + 61.1732060175841 - 57.2532060175841,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.40717404027061,119.3871642,121.1014499,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",NA,NA,#NAME?,3.10123681493474 + Inf - Inf,10.5714772993859 + Inf - Inf,"lambda=1,delta=1,kappa=1",NA,NA,NA,,,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.691010006,0.020797875,-0.10160239,117.234364577551 + 286.364608349402 - 282.444608349402,34.7852832559578 + 47.4889265460579 - 43.5689265460579,"lambda=ML,delta=1,kappa=1",0.0895831617667791 -/+ 0.937738083041553,116.4397799,118.1540656,,,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.109161362,0.28879028,0.199889065,467.677502808142 + 261.443078014419 - 257.523078014419,2.290062923,"lambda=l,delta=ML,kappa=1",3 -/+ 0.58561276878646,119.2292445,120.9435302,,,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.461370308,0.069613273,-0.046685068,214.619119235466 + 279.361714547598 - 275.441714547598,59.6465678273461 + 61.1732060175841 - 57.2532060175841,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.40717404027061,119.3871642,121.1014499,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",NA,NA,#NAME?,4548.73903038478 + Inf - Inf,#NAME?,"lambda=1,delta=1,kappa=1",NA,NA,NA,,,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.691010006,0.020797875,-0.10160239,117.234364577551 + 286.364608349402 - 282.444608349402,34.7852832559578 + 47.4889265460579 - 43.5689265460579,"lambda=ML,delta=1,kappa=1",0.0895831617667791 -/+ 0.937738083041553,116.4397799,118.1540656,,,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.109161362,0.28879028,0.199889065,467.677502808142 + 261.443078014419 - 257.523078014419,2.290062923,"lambda=l,delta=ML,kappa=1",3 -/+ 0.58561276878646,119.2292445,120.9435302,,,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.461370308,0.069613273,-0.046685068,214.619119235466 + 279.361714547598 - 275.441714547598,59.6465678273461 + 61.1732060175841 - 57.2532060175841,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.40717404027061,119.3871642,121.1014499,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,all,caper,"pgls(x_trait~y_trait, data=comp.data)",NA,NA,#NAME?,2075.89036185868 + Inf - Inf,#NAME?,"lambda=1,delta=1,kappa=1",NA,NA,NA,,,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.691010006,0.020797875,-0.10160239,117.234364577551 + 286.364608349402 - 282.444608349402,34.7852832559578 + 47.4889265460579 - 43.5689265460579,"lambda=ML,delta=1,kappa=1",0.0895831617667791 -/+ 0.937738083041553,116.4397799,118.1540656,,,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.109161362,0.28879028,0.199889065,467.677502808142 + 261.443078014419 - 257.523078014419,2.290062923,"lambda=l,delta=ML,kappa=1",3 -/+ 0.58561276878646,119.2292445,120.9435302,,,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,1526,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.461370308,0.069613273,-0.046685068,214.619119235466 + 279.361714547598 - 275.441714547598,59.6465678273461 + 61.1732060175841 - 57.2532060175841,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.40717404027061,119.3871642,121.1014499,Model_3l_AIC,Model_3l_AICc,
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,3447,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.022058062,0.956370434,0.934555652,99.9823233704741 + 17.0603008697271 - 13.1403008697271,-197.0645456,"lambda=1,delta=1,kappa=1",NA,44.03376816,56.03376816,,,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,3447,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.022058062,0.956370434,0.934555652,99.9823233704741 + 17.0603008697271 - 13.1403008697271,-197.0645456,"lambda=ML,delta=1,kappa=1",1 -/+ 0.445004243441337,44.03376816,56.03376816,,,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,3447,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.003444627,0.993122612,0.989683917,102.394252461916 + 7.98519247495925 - 4.06519247495925,-204.5986394,"lambda=l,delta=ML,kappa=1",0.0829297227362685 -/+ 0.00327772836914771,41.57703495,53.57703495,,,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Generalist,3447,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.010485405,0.989067512,0.983601268,101.95500847407 + 12.4829505782514 - 8.56295057825135,#NAME?,"lambda=1,delta=1,kappa=ML",1.90426841869682 -/+ 0.657098310666175,44.09796691,56.09796691,Model_3d_AIC,Model_3d_AICc,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,105158,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.00089375,0.557304862,0.525683781,8.83827648314269 + 4.06527835615244 - 0.145278356152441,1.37520195503889 + 87.9573812224098 - 84.0373812224098,"lambda=1,delta=1,kappa=1",NA,175.3560111,176.2790881,,,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,105158,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",7.22E-06,0.773217454,0.757018701,8.53448982610593 + 3.19528604728398 - -0.72471395271602,6.40811359896858 + 9.15049300179333 - 5.23049300179333,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.448067072951145,150.1424446,151.0655216,,,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,105158,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.000734972,0.568983481,0.538196587,8.82794970365758 + 4.01349174177567 - 0.0934917417756731,1.01958450095974 + 43.4851083403453 - 39.5651083403453,"lambda=l,delta=ML,kappa=1",3 -/+ 1.28210896079046,170.6038823,171.5269592,,,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,105158,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",2.80E-06,0.801511613,0.787333871,9.56801927645256 + 3.23253772365958 - -0.68746227634042,3.25769409236731 + 20.0940924520693 - 16.1740924520693,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.258398824443965,156.1632577,157.0863346,Model_3l_AIC,Model_3l_AICc,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Weedy,250221,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.537774354,0.213652548,-0.179521179,-31.8682869,531.691891560176 + 617.101060970139 - 613.181060970139,"lambda=1,delta=1,kappa=1",NA,58.00383468,70.00383468,,,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Weedy,250221,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.846639477,0.02351945,-0.464720825,2.7605795985132 + 14.5377654825773 - 10.6177654825773,120.620105710248 + 119.045524575391 - 115.125524575391,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.823826478185071,51.40987185,63.40987185,,,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Weedy,250221,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.764933652,0.055256188,-0.417115718,-7.925239375,272.332845791982 + 416.3105759263 - 412.3905759263,"lambda=l,delta=ML,kappa=1",3 -/+ 0.0216203773182758,56.49643329,68.49643329,,,note: these are run with all metadata not only those with growth data
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Weedy,250221,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.010717359,0.857002234,0.785503351,-132.3036556,758.935992159735 + 584.800816244004 - 580.880816244004,"lambda=1,delta=1,kappa=ML",1.72182103645754 -/+ NA,54.98700495,66.98700495,Model_3l_AIC,Model_3l_AICc,note: these are run with all metadata not only those with growth data
